phyto_name,lake,stationid,device,mesh_um,integrated_y_n,min_depth_m,max_depth_m,date_dd_mm_yyyy,cell_colony_density_ind_l,biovol_um3_ml,biomass_ug_l,genus,MFG,CSR
Pennate diatoms (long),Feeagh,AWQMS,tube,NA,y,0,6,01/05/2018,2094.39,13512.0438,13.5120438,Pennate,7b-SmallPenn,CR
Pennate diatoms (short fat),Feeagh,AWQMS,tube,NA,y,0,6,01/05/2018,5585.04,1988.629286,1.988629286,Pennate,7b-SmallPenn,CR
Pennate diatoms cylindrical,Feeagh,AWQMS,tube,NA,y,0,6,01/05/2018,4188.78,2151.963445,2.151963445,Pennate,7b-SmallPenn,CR
Pennate diatoms cylindrical (curved),Feeagh,AWQMS,tube,NA,y,0,6,01/05/2018,2094.39,402.8035568,0.402803557,Pennate,7b-SmallPenn,CR
Pennate diatoms cylindrical (dots),Feeagh,AWQMS,tube,NA,y,0,6,01/05/2018,12566.34,4835.99045,4.83599045,Pennate,7b-SmallPenn,CR
Pennate diatoms cylindrical (long),Feeagh,AWQMS,tube,NA,y,0,6,01/05/2018,1396.26,1345.607206,1.345607206,Pennate,7b-SmallPenn,CR
Pyramimonadales,Feeagh,AWQMS,tube,NA,y,0,6,01/05/2018,0,0,0,Pyramimonadales,3a-UnicPhyto,C
Radiococcus polycoccus,Feeagh,AWQMS,tube,NA,y,0,6,01/05/2018,0,0,0,Radiococcus,11a-NakeChlor,CR
Raphidocelis,Feeagh,AWQMS,tube,NA,y,0,6,01/05/2018,698.13,72.52121649,0.072521216,Raphidocelis,11b-GelaChlor,S
Rhizosolenia,Feeagh,AWQMS,tube,NA,y,0,6,01/05/2018,0,0,0,Rhizosolenia,6a2-LUniCent,CR
Rhodomonas minuta,Feeagh,AWQMS,tube,NA,y,0,6,01/05/2018,16056.99,2062.428058,2.062428058,Rhodomonas,2d-Crypto,C
Staurastrum,Feeagh,AWQMS,tube,NA,y,0,6,01/05/2018,0,0,0,Staurastrum,9a-SmallConj,CR
Staurastrum avicula var. lunatum,Feeagh,AWQMS,tube,NA,y,0,6,01/05/2018,0,0,0,Staurastrum,8a-LargeCoCh,S
Tabellaria,Feeagh,AWQMS,tube,NA,y,0,6,01/05/2018,0,0,0,Tabellaria,6b1-LColPenn,CR
Tabellaria fenestrata,Feeagh,AWQMS,tube,NA,y,0,6,01/05/2018,2792.52,5091.968434,5.091968434,Tabellaria,6b1-LColPenn,R
Tabellaria flocculosa,Feeagh,AWQMS,tube,NA,y,0,6,01/05/2018,698.13,4301.713301,4.301713301,Tabellaria,7b-SmallPenn,CR
Trachelomonas volvocina,Feeagh,AWQMS,tube,NA,y,0,6,01/05/2018,0,0,0,Trachelomonas,2c-SmallEugl,CR
Ulnaria ulna,Feeagh,AWQMS,tube,NA,y,0,6,01/05/2018,0,0,0,Ulnaria,6b1-LColPenn,R
Woronichinia,Feeagh,AWQMS,tube,NA,y,0,6,01/05/2018,0,0,0,Woronichinia,5d-SmallChroo,R
Amphora,Feeagh,AWQMS,tube,NA,y,0,6,15/05/2018,0,0,0,Amphora,6b2-LUniPenn,CR
Asterionella formosa,Feeagh,AWQMS,tube,NA,y,0,6,15/05/2018,27227.07,14067.29261,14.06729261,Asterionella,6b1-LColPenn,R
Aulacoseira alpigena,Feeagh,AWQMS,tube,NA,y,0,6,15/05/2018,22340.16,19782.62118,19.78262118,Aulacoseira,6a1-LColCent,CR
Aulacoseira distans,Feeagh,AWQMS,tube,NA,y,0,6,15/05/2018,2792.52,5360.768323,5.360768323,Aulacoseira,7a-SmallCent,R
Aulacoseira subarctica,Feeagh,AWQMS,tube,NA,y,0,6,15/05/2018,7679.43,5831.086576,5.831086576,Aulacoseira,7a-SmallCent,R
Botryococcus braunii,Feeagh,AWQMS,tube,NA,y,0,6,15/05/2018,0,0,0,Botryococcus,11a-NakeChlor,CR
Centric Diatom Large,Feeagh,AWQMS,tube,NA,y,0,6,15/05/2018,0,0,0,Centric,7a-SmallCent,C
Centric Diatom Small,Feeagh,AWQMS,tube,NA,y,0,6,15/05/2018,2094.39,375.161615,0.375161615,Centric,7a-SmallCent,C
Centric Diatoms,Feeagh,AWQMS,tube,NA,y,0,6,15/05/2018,4886.91,3410.886083,3.410886083,Centric,7a-SmallCent,C
Ceratium,Feeagh,AWQMS,tube,NA,y,0,6,15/05/2018,0,0,0,Ceratium,1b-LargeDino,S
Chlamydomonas,Feeagh,AWQMS,tube,NA,y,0,6,15/05/2018,9075.69,2244.824503,2.244824503,Chlamydomonas,3a-UnicPhyto,C
Chromulina,Feeagh,AWQMS,tube,NA,y,0,6,15/05/2018,2792.52,265.1542932,0.265154293,Chromulina,2a-SmallChry1,C
Chroomonas,Feeagh,AWQMS,tube,NA,y,0,6,15/05/2018,0,0,0,Chroomonas,2d-Crypto,CR
Closterium,Feeagh,AWQMS,tube,NA,y,0,6,15/05/2018,0,0,0,Closterium,8a-LargeCoCh,CR
Closterium  kuetzingii,Feeagh,AWQMS,tube,NA,y,0,6,15/05/2018,0,0,0,Closterium,8a-LargeCoCh,S
Closterium acutum,Feeagh,AWQMS,tube,NA,y,0,6,15/05/2018,20245.77,4167.654027,4.167654027,Closterium,8a-LargeCoCh,R
Closterium gracile,Feeagh,AWQMS,tube,NA,y,0,6,15/05/2018,0,0,0,Closterium,8a-LargeCoCh,R
Coenococcus,Feeagh,AWQMS,tube,NA,y,0,6,15/05/2018,1396.26,1656.418911,1.656418911,Coenococcus,1a-LargeChry,SR
Coenococcus planctonicus,Feeagh,AWQMS,tube,NA,y,0,6,15/05/2018,0,0,0,Coenococcus,1a-LargeChry,SR
Cosmarium,Feeagh,AWQMS,tube,NA,y,0,6,15/05/2018,0,0,0,Cosmarium,8a-LargeCoCh,R
Cryptomonas,Feeagh,AWQMS,tube,NA,y,0,6,15/05/2018,0,0,0,Cryptomonas,2d-Crypto,R
Cryptomonas marssonii,Feeagh,AWQMS,tube,NA,y,0,6,15/05/2018,0,0,0,Cryptomonas,2d-Crypto,C
Cyclotella,Feeagh,AWQMS,tube,NA,y,0,6,15/05/2018,13264.47,35773.26892,35.77326892,Cyclotella,7a-SmallCent,C
Cymbella,Feeagh,AWQMS,tube,NA,y,0,6,15/05/2018,0,0,0,Cymbella,6b1-LColPenn,R
Dinobryon sociale,Feeagh,AWQMS,tube,NA,y,0,6,15/05/2018,0,0,0,Dinobryon,1a-LargeChry,SR
Dolichospermum flos-aquae,Feeagh,AWQMS,tube,NA,y,0,6,15/05/2018,0,0,0,Dolichospermum,5e-Nostocales,S
Elakatothrix gelatinosa,Feeagh,AWQMS,tube,NA,y,0,6,15/05/2018,0,0,0,Elakatothrix,11b-GelaChlor,R
Eunotia,Feeagh,AWQMS,tube,NA,y,0,6,15/05/2018,0,0,0,Eunotia,6b1-LColPenn,R
Fragilaria crotonensis,Feeagh,AWQMS,tube,NA,y,0,6,15/05/2018,6981.3,1504.723969,1.504723969,Fragilaria,6b1-LColPenn,R
Gomphonema truncatum,Feeagh,AWQMS,tube,NA,y,0,6,15/05/2018,0,0,0,Gomphonema,7b-SmallPenn,R
Gymnodinium,Feeagh,AWQMS,tube,NA,y,0,6,15/05/2018,0,0,0,Gymnodinium,2b-SmallDino,R
Gymnodinium (big),Feeagh,AWQMS,tube,NA,y,0,6,15/05/2018,0,0,0,Gymnodinium,2b-SmallDino,SC
Kirchneriella obesa,Feeagh,AWQMS,tube,NA,y,0,6,15/05/2018,0,0,0,Kirchneriella,11b-GelaChlor,R
Merismopedia,Feeagh,AWQMS,tube,NA,y,0,6,15/05/2018,0,0,0,Merismopedia,5d-SmallChroo,R
Monoraphidium contortum,Feeagh,AWQMS,tube,NA,y,0,6,15/05/2018,4886.91,357.1773514,0.357177351,Monoraphidium,9b-SmallChlor,R
Monoraphidium minutum,Feeagh,AWQMS,tube,NA,y,0,6,15/05/2018,2094.39,384.8597886,0.384859789,Monoraphidium,9b-SmallChlor,R
Oocystis,Feeagh,AWQMS,tube,NA,y,0,6,15/05/2018,0,0,0,Oocystis,9b-SmallChlor,R
Pennate diatoms,Feeagh,AWQMS,tube,NA,y,0,6,15/05/2018,1396.26,717.3211483,0.717321148,Pennate,7b-SmallPenn,CR
Pennate diatoms,Feeagh,AWQMS,tube,NA,y,0,6,15/05/2018,16056.99,5967.156814,5.967156814,Pennate,7b-SmallPenn,CR
Pennate diatoms (fat),Feeagh,AWQMS,tube,NA,y,0,6,15/05/2018,0,0,0,Pennate,7b-SmallPenn,CR
Pennate diatoms (large),Feeagh,AWQMS,tube,NA,y,0,6,15/05/2018,0,0,0,Pennate,7b-SmallPenn,CR
Pennate diatoms (long),Feeagh,AWQMS,tube,NA,y,0,6,15/05/2018,698.13,4504.014601,4.504014601,Pennate,7b-SmallPenn,CR
Pennate diatoms (short fat),Feeagh,AWQMS,tube,NA,y,0,6,15/05/2018,4188.78,1491.471964,1.491471964,Pennate,7b-SmallPenn,CR
Pennate diatoms cylindrical,Feeagh,AWQMS,tube,NA,y,0,6,15/05/2018,7679.43,3945.266316,3.945266316,Pennate,7b-SmallPenn,CR
Pennate diatoms cylindrical (curved),Feeagh,AWQMS,tube,NA,y,0,6,15/05/2018,1396.26,268.5357045,0.268535705,Pennate,7b-SmallPenn,CR
Pennate diatoms cylindrical (dots),Feeagh,AWQMS,tube,NA,y,0,6,15/05/2018,6283.17,2417.995225,2.417995225,Pennate,7b-SmallPenn,CR
Pennate diatoms cylindrical (long),Feeagh,AWQMS,tube,NA,y,0,6,15/05/2018,4188.78,4036.821617,4.036821617,Pennate,7b-SmallPenn,CR
Pyramimonadales,Feeagh,AWQMS,tube,NA,y,0,6,15/05/2018,0,0,0,Pyramimonadales,3a-UnicPhyto,C
Radiococcus polycoccus,Feeagh,AWQMS,tube,NA,y,0,6,15/05/2018,0,0,0,Radiococcus,11a-NakeChlor,CR
Raphidocelis,Feeagh,AWQMS,tube,NA,y,0,6,15/05/2018,0,0,0,Raphidocelis,11b-GelaChlor,S
Rhizosolenia,Feeagh,AWQMS,tube,NA,y,0,6,15/05/2018,0,0,0,Rhizosolenia,6a2-LUniCent,CR
Rhodomonas minuta,Feeagh,AWQMS,tube,NA,y,0,6,15/05/2018,72605.52,9325.761653,9.325761653,Rhodomonas,2d-Crypto,C
Staurastrum,Feeagh,AWQMS,tube,NA,y,0,6,15/05/2018,0,0,0,Staurastrum,9a-SmallConj,CR
Staurastrum avicula var. lunatum,Feeagh,AWQMS,tube,NA,y,0,6,15/05/2018,0,0,0,Staurastrum,8a-LargeCoCh,S
Tabellaria,Feeagh,AWQMS,tube,NA,y,0,6,15/05/2018,0,0,0,Tabellaria,6b1-LColPenn,CR
Tabellaria fenestrata,Feeagh,AWQMS,tube,NA,y,0,6,15/05/2018,19547.64,35643.77904,35.64377904,Tabellaria,6b1-LColPenn,R
Tabellaria flocculosa,Feeagh,AWQMS,tube,NA,y,0,6,15/05/2018,2094.39,12905.1399,12.9051399,Tabellaria,7b-SmallPenn,CR
Trachelomonas volvocina,Feeagh,AWQMS,tube,NA,y,0,6,15/05/2018,0,0,0,Trachelomonas,2c-SmallEugl,CR
Ulnaria ulna,Feeagh,AWQMS,tube,NA,y,0,6,15/05/2018,0,0,0,Ulnaria,6b1-LColPenn,R
Woronichinia,Feeagh,AWQMS,tube,NA,y,0,6,15/05/2018,0,27627.41144,27.62741144,Woronichinia,5d-SmallChroo,R
Amphora,Feeagh,AWQMS,tube,NA,y,0,6,28/05/2018,0,0,0,Amphora,6b2-LUniPenn,CR
Asterionella formosa,Feeagh,AWQMS,tube,NA,y,0,6,28/05/2018,58642.92,30298.78408,30.29878408,Asterionella,6b1-LColPenn,R
Aulacoseira alpigena,Feeagh,AWQMS,tube,NA,y,0,6,28/05/2018,6283.17,5563.862206,5.563862206,Aulacoseira,6a1-LColCent,CR
Aulacoseira distans,Feeagh,AWQMS,tube,NA,y,0,6,28/05/2018,2094.39,4020.576242,4.020576242,Aulacoseira,7a-SmallCent,R
Aulacoseira subarctica,Feeagh,AWQMS,tube,NA,y,0,6,28/05/2018,39095.28,29685.53166,29.68553166,Aulacoseira,7a-SmallCent,R
Botryococcus braunii,Feeagh,AWQMS,tube,NA,y,0,6,28/05/2018,0,0,0,Botryococcus,11a-NakeChlor,CR
Centric Diatom Large,Feeagh,AWQMS,tube,NA,y,0,6,28/05/2018,698.13,2386.611074,2.386611074,Centric,7a-SmallCent,C
Centric Diatom Small,Feeagh,AWQMS,tube,NA,y,0,6,28/05/2018,4886.91,875.3771017,0.875377102,Centric,7a-SmallCent,C
Centric Diatoms,Feeagh,AWQMS,tube,NA,y,0,6,28/05/2018,0,0,0,Centric,7a-SmallCent,C
Ceratium,Feeagh,AWQMS,tube,NA,y,0,6,28/05/2018,0,0,0,Ceratium,1b-LargeDino,S
Chlamydomonas,Feeagh,AWQMS,tube,NA,y,0,6,28/05/2018,6283.17,1554.109271,1.554109271,Chlamydomonas,3a-UnicPhyto,C
Chromulina,Feeagh,AWQMS,tube,NA,y,0,6,28/05/2018,6283.17,596.5971598,0.59659716,Chromulina,2a-SmallChry1,C
Chroomonas,Feeagh,AWQMS,tube,NA,y,0,6,28/05/2018,0,0,0,Chroomonas,2d-Crypto,CR
Closterium,Feeagh,AWQMS,tube,NA,y,0,6,28/05/2018,0,0,0,Closterium,8a-LargeCoCh,CR
Closterium  kuetzingii,Feeagh,AWQMS,tube,NA,y,0,6,28/05/2018,160,6272.418921,6.272418921,Closterium,8a-LargeCoCh,S
Closterium acutum,Feeagh,AWQMS,tube,NA,y,0,6,28/05/2018,13962.6,2874.244156,2.874244156,Closterium,8a-LargeCoCh,R
Closterium gracile,Feeagh,AWQMS,tube,NA,y,0,6,28/05/2018,0,0,0,Closterium,8a-LargeCoCh,R
Coenococcus,Feeagh,AWQMS,tube,NA,y,0,6,28/05/2018,0,0,0,Coenococcus,1a-LargeChry,SR
Coenococcus planctonicus,Feeagh,AWQMS,tube,NA,y,0,6,28/05/2018,2094.39,1042.169207,1.042169207,Coenococcus,1a-LargeChry,SR
Cosmarium,Feeagh,AWQMS,tube,NA,y,0,6,28/05/2018,0,0,0,Cosmarium,8a-LargeCoCh,R
Cryptomonas,Feeagh,AWQMS,tube,NA,y,0,6,28/05/2018,698.13,2254.633079,2.254633079,Cryptomonas,2d-Crypto,R
Cryptomonas marssonii,Feeagh,AWQMS,tube,NA,y,0,6,28/05/2018,0,0,0,Cryptomonas,2d-Crypto,C
Cyclotella,Feeagh,AWQMS,tube,NA,y,0,6,28/05/2018,31415.85,84726.16323,84.72616323,Cyclotella,7a-SmallCent,C
Cymbella,Feeagh,AWQMS,tube,NA,y,0,6,28/05/2018,1396.26,740.9393316,0.740939332,Cymbella,6b1-LColPenn,R
Dinobryon sociale,Feeagh,AWQMS,tube,NA,y,0,6,28/05/2018,0,0,0,Dinobryon,1a-LargeChry,SR
Dolichospermum flos-aquae,Feeagh,AWQMS,tube,NA,y,0,6,28/05/2018,0,0,0,Dolichospermum,5e-Nostocales,S
Elakatothrix gelatinosa,Feeagh,AWQMS,tube,NA,y,0,6,28/05/2018,0,0,0,Elakatothrix,11b-GelaChlor,R
Eunotia,Feeagh,AWQMS,tube,NA,y,0,6,28/05/2018,0,0,0,Eunotia,6b1-LColPenn,R
Fragilaria crotonensis,Feeagh,AWQMS,tube,NA,y,0,6,28/05/2018,9773.82,2106.613557,2.106613557,Fragilaria,6b1-LColPenn,R
Gomphonema truncatum,Feeagh,AWQMS,tube,NA,y,0,6,28/05/2018,698.13,131.8348692,0.131834869,Gomphonema,7b-SmallPenn,R
Gymnodinium,Feeagh,AWQMS,tube,NA,y,0,6,28/05/2018,0,0,0,Gymnodinium,2b-SmallDino,R
Gymnodinium (big),Feeagh,AWQMS,tube,NA,y,0,6,28/05/2018,0,0,0,Gymnodinium,2b-SmallDino,SC
Kirchneriella obesa,Feeagh,AWQMS,tube,NA,y,0,6,28/05/2018,0,0,0,Kirchneriella,11b-GelaChlor,R
Merismopedia,Feeagh,AWQMS,tube,NA,y,0,6,28/05/2018,0,0,0,Merismopedia,5d-SmallChroo,R
Monoraphidium contortum,Feeagh,AWQMS,tube,NA,y,0,6,28/05/2018,4188.78,306.1520155,0.306152015,Monoraphidium,9b-SmallChlor,R
Monoraphidium minutum,Feeagh,AWQMS,tube,NA,y,0,6,28/05/2018,6283.17,1154.579366,1.154579366,Monoraphidium,9b-SmallChlor,R
Oocystis,Feeagh,AWQMS,tube,NA,y,0,6,28/05/2018,0,0,0,Oocystis,9b-SmallChlor,R
Pennate diatoms,Feeagh,AWQMS,tube,NA,y,0,6,28/05/2018,7679.43,2853.857607,2.853857607,Pennate,7b-SmallPenn,CR
Pennate diatoms,Feeagh,AWQMS,tube,NA,y,0,6,28/05/2018,0,0,0,Pennate,7b-SmallPenn,CR
Pennate diatoms (fat),Feeagh,AWQMS,tube,NA,y,0,6,28/05/2018,2094.39,1111.408997,1.111408997,Pennate,7b-SmallPenn,CR
Pennate diatoms (large),Feeagh,AWQMS,tube,NA,y,0,6,28/05/2018,0,0,0,Pennate,7b-SmallPenn,CR
Pennate diatoms (long),Feeagh,AWQMS,tube,NA,y,0,6,28/05/2018,2094.39,13512.0438,13.5120438,Pennate,7b-SmallPenn,CR
Pennate diatoms (short fat),Feeagh,AWQMS,tube,NA,y,0,6,28/05/2018,0,0,0,Pennate,7b-SmallPenn,CR
Pennate diatoms cylindrical,Feeagh,AWQMS,tube,NA,y,0,6,28/05/2018,698.13,358.6605741,0.358660574,Pennate,7b-SmallPenn,CR
Pennate diatoms cylindrical (curved),Feeagh,AWQMS,tube,NA,y,0,6,28/05/2018,6283.17,1208.41067,1.20841067,Pennate,7b-SmallPenn,CR
Pennate diatoms cylindrical (dots),Feeagh,AWQMS,tube,NA,y,0,6,28/05/2018,6981.3,2686.661361,2.686661361,Pennate,7b-SmallPenn,CR
Pennate diatoms cylindrical (long),Feeagh,AWQMS,tube,NA,y,0,6,28/05/2018,0,0,0,Pennate,7b-SmallPenn,CR
Pyramimonadales,Feeagh,AWQMS,tube,NA,y,0,6,28/05/2018,0,0,0,Pyramimonadales,3a-UnicPhyto,C
Radiococcus polycoccus,Feeagh,AWQMS,tube,NA,y,0,6,28/05/2018,0,0,0,Radiococcus,11a-NakeChlor,CR
Raphidocelis,Feeagh,AWQMS,tube,NA,y,0,6,28/05/2018,0,0,0,Raphidocelis,11b-GelaChlor,S
Rhizosolenia,Feeagh,AWQMS,tube,NA,y,0,6,28/05/2018,1396.26,1657.248919,1.657248919,Rhizosolenia,6a2-LUniCent,CR
Rhodomonas minuta,Feeagh,AWQMS,tube,NA,y,0,6,28/05/2018,100530.72,12912.59306,12.91259306,Rhodomonas,2d-Crypto,C
Staurastrum,Feeagh,AWQMS,tube,NA,y,0,6,28/05/2018,80,696.91515,0.69691515,Staurastrum,9a-SmallConj,CR
Staurastrum avicula var. lunatum,Feeagh,AWQMS,tube,NA,y,0,6,28/05/2018,0,0,0,Staurastrum,8a-LargeCoCh,S
Tabellaria,Feeagh,AWQMS,tube,NA,y,0,6,28/05/2018,3490.65,3629.710143,3.629710143,Tabellaria,6b1-LColPenn,CR
Tabellaria fenestrata,Feeagh,AWQMS,tube,NA,y,0,6,28/05/2018,4960,9044.219355,9.044219355,Tabellaria,6b1-LColPenn,R
Tabellaria flocculosa,Feeagh,AWQMS,tube,NA,y,0,6,28/05/2018,5720,35245.29827,35.24529827,Tabellaria,7b-SmallPenn,CR
Trachelomonas volvocina,Feeagh,AWQMS,tube,NA,y,0,6,28/05/2018,0,0,0,Trachelomonas,2c-SmallEugl,CR
Ulnaria ulna,Feeagh,AWQMS,tube,NA,y,0,6,28/05/2018,4886.91,23218.02859,23.21802859,Ulnaria,6b1-LColPenn,R
Woronichinia,Feeagh,AWQMS,tube,NA,y,0,6,28/05/2018,0,0,0,Woronichinia,5d-SmallChroo,R
Amphora,Feeagh,AWQMS,tube,NA,y,0,6,12/06/2018,0,0,0,Amphora,6b2-LUniPenn,CR
Asterionella formosa,Feeagh,AWQMS,tube,NA,y,0,6,12/06/2018,26528.94,13706.5928,13.7065928,Asterionella,6b1-LColPenn,R
Aulacoseira alpigena,Feeagh,AWQMS,tube,NA,y,0,6,12/06/2018,6981.3,6182.069118,6.182069118,Aulacoseira,6a1-LColCent,CR
Aulacoseira distans,Feeagh,AWQMS,tube,NA,y,0,6,12/06/2018,2094.39,4020.576242,4.020576242,Aulacoseira,7a-SmallCent,R
Aulacoseira subarctica,Feeagh,AWQMS,tube,NA,y,0,6,12/06/2018,0,0,0,Aulacoseira,7a-SmallCent,R
Botryococcus braunii,Feeagh,AWQMS,tube,NA,y,0,6,12/06/2018,0,0,0,Botryococcus,11a-NakeChlor,CR
Centric Diatom Large,Feeagh,AWQMS,tube,NA,y,0,6,12/06/2018,0,0,0,Centric,7a-SmallCent,C
Centric Diatom Small,Feeagh,AWQMS,tube,NA,y,0,6,12/06/2018,13264.47,2376.023562,2.376023562,Centric,7a-SmallCent,C
Centric Diatoms,Feeagh,AWQMS,tube,NA,y,0,6,12/06/2018,0,0,0,Centric,7a-SmallCent,C
Ceratium,Feeagh,AWQMS,tube,NA,y,0,6,12/06/2018,0,0,0,Ceratium,1b-LargeDino,S
Chlamydomonas,Feeagh,AWQMS,tube,NA,y,0,6,12/06/2018,0,0,0,Chlamydomonas,3a-UnicPhyto,C
Chromulina,Feeagh,AWQMS,tube,NA,y,0,6,12/06/2018,0,0,0,Chromulina,2a-SmallChry1,C
Chroomonas,Feeagh,AWQMS,tube,NA,y,0,6,12/06/2018,0,0,0,Chroomonas,2d-Crypto,CR
Closterium,Feeagh,AWQMS,tube,NA,y,0,6,12/06/2018,0,0,0,Closterium,8a-LargeCoCh,CR
Closterium  kuetzingii,Feeagh,AWQMS,tube,NA,y,0,6,12/06/2018,40,1568.10473,1.56810473,Closterium,8a-LargeCoCh,S
Closterium acutum,Feeagh,AWQMS,tube,NA,y,0,6,12/06/2018,2094.39,431.1366234,0.431136623,Closterium,8a-LargeCoCh,R
Closterium gracile,Feeagh,AWQMS,tube,NA,y,0,6,12/06/2018,0,0,0,Closterium,8a-LargeCoCh,R
Coenococcus,Feeagh,AWQMS,tube,NA,y,0,6,12/06/2018,0,0,0,Coenococcus,1a-LargeChry,SR
Coenococcus planctonicus,Feeagh,AWQMS,tube,NA,y,0,6,12/06/2018,4886.91,2431.728151,2.431728151,Coenococcus,1a-LargeChry,SR
Cosmarium,Feeagh,AWQMS,tube,NA,y,0,6,12/06/2018,0,0,0,Cosmarium,8a-LargeCoCh,R
Cryptomonas,Feeagh,AWQMS,tube,NA,y,0,6,12/06/2018,698.13,2254.633079,2.254633079,Cryptomonas,2d-Crypto,R
Cryptomonas marssonii,Feeagh,AWQMS,tube,NA,y,0,6,12/06/2018,0,0,0,Cryptomonas,2d-Crypto,C
Cyclotella,Feeagh,AWQMS,tube,NA,y,0,6,12/06/2018,9773.82,26359.25078,26.35925078,Cyclotella,7a-SmallCent,C
Cymbella,Feeagh,AWQMS,tube,NA,y,0,6,12/06/2018,0,0,0,Cymbella,6b1-LColPenn,R
Dinobryon sociale,Feeagh,AWQMS,tube,NA,y,0,6,12/06/2018,0,0,0,Dinobryon,1a-LargeChry,SR
Dolichospermum flos-aquae,Feeagh,AWQMS,tube,NA,y,0,6,12/06/2018,10960,1649.00039,1.64900039,Dolichospermum,5e-Nostocales,S
Elakatothrix gelatinosa,Feeagh,AWQMS,tube,NA,y,0,6,12/06/2018,0,0,0,Elakatothrix,11b-GelaChlor,R
Eunotia,Feeagh,AWQMS,tube,NA,y,0,6,12/06/2018,0,0,0,Eunotia,6b1-LColPenn,R
Fragilaria crotonensis,Feeagh,AWQMS,tube,NA,y,0,6,12/06/2018,0,0,0,Fragilaria,6b1-LColPenn,R
Gomphonema truncatum,Feeagh,AWQMS,tube,NA,y,0,6,12/06/2018,0,0,0,Gomphonema,7b-SmallPenn,R
Gymnodinium,Feeagh,AWQMS,tube,NA,y,0,6,12/06/2018,3490.65,3504.079051,3.504079051,Gymnodinium,2b-SmallDino,R
Gymnodinium (big),Feeagh,AWQMS,tube,NA,y,0,6,12/06/2018,0,0,0,Gymnodinium,2b-SmallDino,SC
Kirchneriella obesa,Feeagh,AWQMS,tube,NA,y,0,6,12/06/2018,0,0,0,Kirchneriella,11b-GelaChlor,R
Merismopedia,Feeagh,AWQMS,tube,NA,y,0,6,12/06/2018,0,0,0,Merismopedia,5d-SmallChroo,R
Monoraphidium contortum,Feeagh,AWQMS,tube,NA,y,0,6,12/06/2018,17453.25,1275.633398,1.275633398,Monoraphidium,9b-SmallChlor,R
Monoraphidium minutum,Feeagh,AWQMS,tube,NA,y,0,6,12/06/2018,16755.12,3078.878309,3.078878309,Monoraphidium,9b-SmallChlor,R
Oocystis,Feeagh,AWQMS,tube,NA,y,0,6,12/06/2018,1396.26,866.1879126,0.866187913,Oocystis,9b-SmallChlor,R
Pennate diatoms,Feeagh,AWQMS,tube,NA,y,0,6,12/06/2018,0,0,0,Pennate,7b-SmallPenn,CR
Pennate diatoms,Feeagh,AWQMS,tube,NA,y,0,6,12/06/2018,0,0,0,Pennate,7b-SmallPenn,CR
Pennate diatoms (fat),Feeagh,AWQMS,tube,NA,y,0,6,12/06/2018,0,0,0,Pennate,7b-SmallPenn,CR
Pennate diatoms (large),Feeagh,AWQMS,tube,NA,y,0,6,12/06/2018,0,0,0,Pennate,7b-SmallPenn,CR
Pennate diatoms (long),Feeagh,AWQMS,tube,NA,y,0,6,12/06/2018,698.13,4504.014601,4.504014601,Pennate,7b-SmallPenn,CR
Pennate diatoms (short fat),Feeagh,AWQMS,tube,NA,y,0,6,12/06/2018,0,0,0,Pennate,7b-SmallPenn,CR
Pennate diatoms cylindrical,Feeagh,AWQMS,tube,NA,y,0,6,12/06/2018,21642.03,11118.4778,11.1184778,Pennate,7b-SmallPenn,CR
Pennate diatoms cylindrical (curved),Feeagh,AWQMS,tube,NA,y,0,6,12/06/2018,0,0,0,Pennate,7b-SmallPenn,CR
Pennate diatoms cylindrical (dots),Feeagh,AWQMS,tube,NA,y,0,6,12/06/2018,0,0,0,Pennate,7b-SmallPenn,CR
Pennate diatoms cylindrical (long),Feeagh,AWQMS,tube,NA,y,0,6,12/06/2018,0,0,0,Pennate,7b-SmallPenn,CR
Pyramimonadales,Feeagh,AWQMS,tube,NA,y,0,6,12/06/2018,0,0,0,Pyramimonadales,3a-UnicPhyto,C
Radiococcus polycoccus,Feeagh,AWQMS,tube,NA,y,0,6,12/06/2018,0,0,0,Radiococcus,11a-NakeChlor,CR
Raphidocelis,Feeagh,AWQMS,tube,NA,y,0,6,12/06/2018,0,0,0,Raphidocelis,11b-GelaChlor,S
Rhizosolenia,Feeagh,AWQMS,tube,NA,y,0,6,12/06/2018,698.13,828.6244596,0.82862446,Rhizosolenia,6a2-LUniCent,CR
Rhodomonas minuta,Feeagh,AWQMS,tube,NA,y,0,6,12/06/2018,700922.52,90029.46827,90.02946827,Rhodomonas,2d-Crypto,C
Staurastrum,Feeagh,AWQMS,tube,NA,y,0,6,12/06/2018,40,348.457575,0.348457575,Staurastrum,9a-SmallConj,CR
Staurastrum avicula var. lunatum,Feeagh,AWQMS,tube,NA,y,0,6,12/06/2018,40,416.0866333,0.416086633,Staurastrum,8a-LargeCoCh,S
Tabellaria,Feeagh,AWQMS,tube,NA,y,0,6,12/06/2018,0,0,0,Tabellaria,6b1-LColPenn,CR
Tabellaria fenestrata,Feeagh,AWQMS,tube,NA,y,0,6,12/06/2018,5585.04,10183.93687,10.18393687,Tabellaria,6b1-LColPenn,R
Tabellaria flocculosa,Feeagh,AWQMS,tube,NA,y,0,6,12/06/2018,4188.78,25810.27981,25.81027981,Tabellaria,7b-SmallPenn,CR
